uid,table_name,name,data_type,nullable,description
AP_INVOICE_DISTRIBUTIONS_ALL.DISTRIBUTION_CLASS,AP_INVOICE_DISTRIBUTIONS_ALL,DISTRIBUTION_CLASS,VARCHAR2,Yes,Flag that indicates whether this distribution is permanent or built in candidate mode for display to the user. Validated against AP_LOOKUP_CODES with lookup type as DISTRIBUTION CLASS
AP_INVOICE_DISTRIBUTIONS_ALL.FINAL_PAYMENT_ROUNDING,AP_INVOICE_DISTRIBUTIONS_ALL,FINAL_PAYMENT_ROUNDING,NUMBER,Yes,Rounding amount to relieve the invoice liability completely for foreign currency invoices paid with more than one prepayment application or payment.  This is calculated when the invoice becomes fully paid by a prepayment application.  This amount is added to the largest PREPAY distribution on the invoice
AP_INVOICE_DISTRIBUTIONS_ALL.FINAL_APPLICATION_ROUNDING,AP_INVOICE_DISTRIBUTIONS_ALL,FINAL_APPLICATION_ROUNDING,NUMBER,Yes,"Rounding amount to relieve the prepaid expense completely.  This is calculated during final application of a prepayment, and is added to the PREPAY distribution on the invoice that the prepayment is applied to that has the same account as the prepayment distribution with an outstanding balance to relieve"
AP_INVOICE_DISTRIBUTIONS_ALL.AMOUNT_AT_PREPAY_XRATE,AP_INVOICE_DISTRIBUTIONS_ALL,AMOUNT_AT_PREPAY_XRATE,NUMBER,Yes,Invoice distribution amount in functional currency at prepayment invoice exchange rate.  Populated for PREPAY type distributions on foreign currency invoices
AP_INVOICE_DISTRIBUTIONS_ALL.CASH_BASIS_FINAL_APP_ROUNDING,AP_INVOICE_DISTRIBUTIONS_ALL,CASH_BASIS_FINAL_APP_ROUNDING,NUMBER,Yes,"Rounding amount to relieve the prepaid expense completely when the accounting method used is cash basis.  This is calculated during final application of a foreign currency prepayment, and is added to the PREPAY distribution on the invoice that the prepayment is applied to that has the same account as the prepayment distribution that has an outstanding balance to relieve"
AP_INVOICE_DISTRIBUTIONS_ALL.AMOUNT_AT_PREPAY_PAY_XRATE,AP_INVOICE_DISTRIBUTIONS_ALL,AMOUNT_AT_PREPAY_PAY_XRATE,NUMBER,Yes,Invoice distribution amount in functional currency at prepayment payment exchange rate.  Populated for PREPAY type distributions on foreign currency invoices
AP_INVOICE_DISTRIBUTIONS_ALL.INTENDED_USE,AP_INVOICE_DISTRIBUTIONS_ALL,INTENDED_USE,VARCHAR2,Yes,Tax Driver: Intended use of product
AP_INVOICE_DISTRIBUTIONS_ALL.INTENDED_USE_CLASSIF_ID,AP_INVOICE_DISTRIBUTIONS_ALL,INTENDED_USE_CLASSIF_ID,NUMBER,Yes,Tax Driver: Intended use identifier
AP_INVOICE_DISTRIBUTIONS_ALL.DETAIL_TAX_DIST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,DETAIL_TAX_DIST_ID,NUMBER,Yes,Cross reference to E-Business Tax repository.
AP_INVOICE_DISTRIBUTIONS_ALL.REC_NREC_RATE,AP_INVOICE_DISTRIBUTIONS_ALL,REC_NREC_RATE,NUMBER,Yes,Indicates whether a tax rate is recoverable or nonrecoverable.
AP_INVOICE_DISTRIBUTIONS_ALL.RECOVERY_RATE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RECOVERY_RATE_ID,NUMBER,Yes,Recovery rate identifier.
AP_INVOICE_DISTRIBUTIONS_ALL.RECOVERY_RATE_NAME,AP_INVOICE_DISTRIBUTIONS_ALL,RECOVERY_RATE_NAME,VARCHAR2,Yes,Recovery rate name
AP_INVOICE_DISTRIBUTIONS_ALL.RECOVERY_TYPE_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,RECOVERY_TYPE_CODE,VARCHAR2,Yes,Mechanism to administer the recovery process for a specific tax.
AP_INVOICE_DISTRIBUTIONS_ALL.RECOVERY_RATE_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,RECOVERY_RATE_CODE,VARCHAR2,Yes,Rate at which tax is recoverable for a line when you record recoverable tax.
AP_INVOICE_DISTRIBUTIONS_ALL.WITHHOLDING_TAX_CODE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,WITHHOLDING_TAX_CODE_ID,NUMBER,Yes,Unique code to identify withholding tax rates applicable to supplier invoices.
AP_INVOICE_DISTRIBUTIONS_ALL.TAX_ALREADY_DISTRIBUTED_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,TAX_ALREADY_DISTRIBUTED_FLAG,VARCHAR2,Yes,"Internal processing indicator for Oracle Fusion Payables, indicating whether tax was distributed."
AP_INVOICE_DISTRIBUTIONS_ALL.SUMMARY_TAX_LINE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,SUMMARY_TAX_LINE_ID,NUMBER,Yes,Cross reference to E-Business Tax repository.
AP_INVOICE_DISTRIBUTIONS_ALL.TAXABLE_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,TAXABLE_AMOUNT,NUMBER,Yes,Taxable amount for the distribution. This column is used during upgrade and is intended for internal use only.
AP_INVOICE_DISTRIBUTIONS_ALL.TAXABLE_BASE_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,TAXABLE_BASE_AMOUNT,NUMBER,Yes,Taxable amount in ledger currency for the distribution. This column is used during upgrade and is intended for internal use only.
AP_INVOICE_DISTRIBUTIONS_ALL.EXTRA_PO_ERV,AP_INVOICE_DISTRIBUTIONS_ALL,EXTRA_PO_ERV,NUMBER,Yes,"ERV value for receipt matched distributions, based on the receipt and PO conversion rates. Used to simplify encumbrance code."
AP_INVOICE_DISTRIBUTIONS_ALL.PREPAY_TAX_DIFF_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,PREPAY_TAX_DIFF_AMOUNT,NUMBER,Yes,Amount resulting from a tax rate o
AP_INVOICE_DISTRIBUTIONS_ALL.TAX_CODE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,TAX_CODE_ID,NUMBER,Yes,The  tax code that was used on this distribution for the invoice date
AP_INVOICE_DISTRIBUTIONS_ALL.TOTAL_DIST_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,TOTAL_DIST_AMOUNT,NUMBER,Yes,Sum Total of Amounts related to this distribution including variance amounts from related Invoice distributions.
AP_INVOICE_DISTRIBUTIONS_ALL.TOTAL_DIST_BASE_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,TOTAL_DIST_BASE_AMOUNT,NUMBER,Yes,Sum Total of Amounts related to this distribution including variance amounts from related Invoice distributions in Base Currency.
AP_INVOICE_DISTRIBUTIONS_ALL.OLD_DISTRIBUTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,OLD_DISTRIBUTION_ID,NUMBER,Yes,Distribution identifier from old table
AP_INVOICE_DISTRIBUTIONS_ALL.OLD_DIST_LINE_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,OLD_DIST_LINE_NUMBER,NUMBER,Yes,Old invoice distribution line number.
AP_INVOICE_DISTRIBUTIONS_ALL.AMOUNT_VARIANCE,AP_INVOICE_DISTRIBUTIONS_ALL,AMOUNT_VARIANCE,NUMBER,Yes,Amount variance in entered currency for invoice distributions matched to service shipment or receipt
AP_INVOICE_DISTRIBUTIONS_ALL.BASE_AMOUNT_VARIANCE,AP_INVOICE_DISTRIBUTIONS_ALL,BASE_AMOUNT_VARIANCE,NUMBER,Yes,Amount variance in functional currency for invoice distributions matched to service shipment or receipt
AP_INVOICE_DISTRIBUTIONS_ALL.HISTORICAL_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,HISTORICAL_FLAG,VARCHAR2,Yes,Flag to represents whether the document / invoice has been upgraded from a prior release or whether it has been newly created.
AP_INVOICE_DISTRIBUTIONS_ALL.RCV_CHARGE_ADDITION_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,RCV_CHARGE_ADDITION_FLAG,VARCHAR2,Yes,Indicates if a distribution has been created.
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_RELATED_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_RELATED_ID,NUMBER,Yes,Identifier linking related distributions.  Used for linking related Invoice Distribution for this Withholding Distribution. Populated from INVOICE_DISTRIBUTION_ID of the related distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.RELATED_RETAINAGE_DIST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RELATED_RETAINAGE_DIST_ID,NUMBER,Yes,Related Retainage Invoice Distribution Identifier
AP_INVOICE_DISTRIBUTIONS_ALL.RETAINED_AMOUNT_REMAINING,AP_INVOICE_DISTRIBUTIONS_ALL,RETAINED_AMOUNT_REMAINING,NUMBER,Yes,Retained amount available for release
AP_INVOICE_DISTRIBUTIONS_ALL.BC_EVENT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,BC_EVENT_ID,NUMBER,Yes,Identifier of Accounting Event raised for Encumbrance accounting
AP_INVOICE_DISTRIBUTIONS_ALL.RETAINED_INVOICE_DIST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RETAINED_INVOICE_DIST_ID,NUMBER,Yes,Retained Invoice Distribution Identifier.
AP_INVOICE_DISTRIBUTIONS_ALL.FINAL_RELEASE_ROUNDING,AP_INVOICE_DISTRIBUTIONS_ALL,FINAL_RELEASE_ROUNDING,NUMBER,Yes,Rounding amount due to final release of an invoice with retainage
AP_INVOICE_DISTRIBUTIONS_ALL.FULLY_PAID_ACCTD_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,FULLY_PAID_ACCTD_FLAG,VARCHAR2,Yes,This column is used internally by Payables accounting engine and populated only for Federal customers.  A value of Y represents fully paid and accounted invoice or NULL.
AP_INVOICE_DISTRIBUTIONS_ALL.ROOT_DISTRIBUTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,ROOT_DISTRIBUTION_ID,NUMBER,Yes,Identifier of the original distribution that has been price adjusted retroactively.  This column is populated on PO Price Adjustment and Adjustment documents.
AP_INVOICE_DISTRIBUTIONS_ALL.XINV_PARENT_REVERSAL_ID,AP_INVOICE_DISTRIBUTIONS_ALL,XINV_PARENT_REVERSAL_ID,NUMBER,Yes,Cross-invoice parent reversal identifier of the distribution that has been reversed.  This column is populated on a distribution that negates a distribution on a different invoice.
AP_INVOICE_DISTRIBUTIONS_ALL.RECURRING_PAYMENT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RECURRING_PAYMENT_ID,NUMBER,Yes,Recurring invoice identifier.
AP_INVOICE_DISTRIBUTIONS_ALL.RELEASE_INV_DIST_DERIVED_FROM,AP_INVOICE_DISTRIBUTIONS_ALL,RELEASE_INV_DIST_DERIVED_FROM,NUMBER,Yes,Retainage release invoice distribution identifier used for subledger accounting business flows
AP_INVOICE_DISTRIBUTIONS_ALL.QUANTITY_VARIANCE,AP_INVOICE_DISTRIBUTIONS_ALL,QUANTITY_VARIANCE,NUMBER,Yes,Quantity variance on the distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.BASE_QUANTITY_VARIANCE,AP_INVOICE_DISTRIBUTIONS_ALL,BASE_QUANTITY_VARIANCE,NUMBER,Yes,Variance on quantity of the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.EXCHANGE_RATE_TYPE,AP_INVOICE_DISTRIBUTIONS_ALL,EXCHANGE_RATE_TYPE,VARCHAR2,Yes,"Source of currency conversion rate for invoice distribution. For example, user defined, spot, or corporate."
AP_INVOICE_DISTRIBUTIONS_ALL.EXCHANGE_RATE,AP_INVOICE_DISTRIBUTIONS_ALL,EXCHANGE_RATE,NUMBER,Yes,Ratio at which the principal unit of one currency is converted into another currency for invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.EXCHANGE_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,EXCHANGE_DATE,DATE,Yes,Date when a conversion rate is used to convert an amount into another currency for invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.flexfield for project related transaction distributions.,AP_INVOICE_DISTRIBUTIONS_ALL,flexfield for project related transaction distributions.,Project Costing Details (PROJECTS_STD_COST_COLLECTION),Yes,PJC_EXPENDITURE_ITEM_DATE
AP_INVOICE_DISTRIBUTIONS_ALL.PJC_WORK_TYPE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PJC_WORK_TYPE_ID,NUMBER,Yes,Identifier for project related classification of the worked performed.
AP_INVOICE_DISTRIBUTIONS_ALL.PJC_CONTRACT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PJC_CONTRACT_ID,NUMBER,Yes,Contract Identified.Used when Oracle Contract Billing or Oracle Grants
AP_INVOICE_DISTRIBUTIONS_ALL.PJC_CONTRACT_LINE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PJC_CONTRACT_LINE_ID,NUMBER,Yes,Tracks contract line information. Used when Oracle Contract Billing or Oracle
AP_INVOICE_DISTRIBUTIONS_ALL.PJC_FUNDING_ALLOCATION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PJC_FUNDING_ALLOCATION_ID,NUMBER,Yes,Specifies the name of the project funding override
AP_INVOICE_DISTRIBUTIONS_ALL.OBJECT_VERSION_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,OBJECT_VERSION_NUMBER,NUMBER,Yes,Used to implement optimistic locking. This number is incremented every time that the row is updated. The number is compared at the start and end of a transaction to detect whether another session has updated the row since it was queried.
AP_INVOICE_DISTRIBUTIONS_ALL.JOB_DEFINITION_NAME,AP_INVOICE_DISTRIBUTIONS_ALL,JOB_DEFINITION_NAME,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the name of the job that created or last updated the row.
AP_INVOICE_DISTRIBUTIONS_ALL.JOB_DEFINITION_PACKAGE,AP_INVOICE_DISTRIBUTIONS_ALL,JOB_DEFINITION_PACKAGE,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the package name of the job that created or last updated the row.
AP_INVOICE_DISTRIBUTIONS_ALL.BUDGET_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,BUDGET_DATE,DATE,Yes,Budgetary Calendar Period Date applicable for funds check
AP_INVOICE_DISTRIBUTIONS_ALL.FUNDS_STATUS,AP_INVOICE_DISTRIBUTIONS_ALL,FUNDS_STATUS,VARCHAR2,Yes,Status of the funds for an invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.CONSUMPTION_ADVICE_HEADER_ID,AP_INVOICE_DISTRIBUTIONS_ALL,CONSUMPTION_ADVICE_HEADER_ID,NUMBER,Yes,Consumption advice header identifier for consumption advice matched distributions.
AP_INVOICE_DISTRIBUTIONS_ALL.CONSUMPTION_ADVICE_LINE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,CONSUMPTION_ADVICE_LINE_ID,NUMBER,Yes,Consumption advice line identifier for consumption advice matched distributions.
AP_INVOICE_DISTRIBUTIONS_ALL.DATA_SET_ID,AP_INVOICE_DISTRIBUTIONS_ALL,DATA_SET_ID,NUMBER,Yes,Data set identifier for processing budgetary control funds reservation requests.
AP_INVOICE_DISTRIBUTIONS_ALL.DETAIL_TAX_LINE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,DETAIL_TAX_LINE_ID,NUMBER,Yes,Withholding tax line identifier.
AP_INVOICE_DISTRIBUTIONS_ALL.PRODUCT_TABLE,AP_INVOICE_DISTRIBUTIONS_ALL,PRODUCT_TABLE,VARCHAR2,Yes,Name of the product source table used for generating an invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.DEF_ACCTG_ACCRUAL_CCID,AP_INVOICE_DISTRIBUTIONS_ALL,DEF_ACCTG_ACCRUAL_CCID,NUMBER,Yes,Accrual account that is initially debited for deferred expenses
AP_INVOICE_DISTRIBUTIONS_ALL.DEF_ACCTG_START_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,DEF_ACCTG_START_DATE,DATE,Yes,Deferred accounting start date
AP_INVOICE_DISTRIBUTIONS_ALL.DEF_ACCTG_END_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,DEF_ACCTG_END_DATE,DATE,Yes,Deferred accounting end date
AP_INVOICE_DISTRIBUTIONS_ALL.ap_invoice_distributions_all,AP_INVOICE_DISTRIBUTIONS_ALL,ap_invoice_distributions_all,AWT_RELATED_ID,Yes,Indexes
AP_INVOICE_DISTRIBUTIONS_ALL.Default,AP_INVOICE_DISTRIBUTIONS_ALL,Default,INVOICE_DISTRIBUTION_ID,Yes,
